гымнан эпэӄэйыну нинъэйӈэвивым ынӄэн ынӈинэ	г ы м н а н э п э ӄ э й ы н у н и н ъ э й ӈ э в _ и в _ ы м ы н ӄ э н _ ы н ӈ и н э
ыныкэккэлӄылин ӈэв ӈэвъэнйыръын ӈэ ӈэвъэнъым ынӄэн кымъыӈэ	ы н ы к э к к э ӄ ы _ и н ӈ э в ӈ э в ъ э н й ы р ъ ы н ӈ э ӈ э в ъ э н _ ъ ы м _ ы н ӄ э н _ к ы м ъ ы ӈ э _
ынанъымэ ив гэрэӄылин ӈээккэӄэй арычвокыльин	ы н а н ъ ы м э и в _ г э р э ӄ ы _ и н _ ӈ э э к к э ӄ э й а р ы ч в о _ к ы _ ь и н
ивнин	и в н и н
мачынан ынӄэн э’нӄэыркынъым ынӈэ ынӈэ рычвойвот энтивкэ	м а ч ы н а н ы н ӄ э н э ’ н ӄ э _ ы р к ы н _ ъ ы м _ ы н ӈ э ы н ӈ э р ы ч в _ о й в _ о т _ э н т и в к э _
ытръэч	ы т р ъ э ч
ынӄэн ынӈин тпаак рычвок	ы н ӄ э н ы н ӈ и н т п _ а а к _ р _ ы ч в о к
лгинъыръыӄинэт чавчыват	г и н ъ ы р ъ ы ӄ и н э т ч а в ч ы в а т _
энмэн ръоравэнвыеквэ нылеӄинэт	э н м э н р ъ о р а в э н _ в ы е к в э _ н ы е ӄ и н э т
мэвын ынӈин мэйӈыльын нъывинвэтгъэн	м э в ы н ы н ӈ и н м э й ӈ ы _ ь ы н _ н ъ _ ы в и н в э т г ъ э н
гатваленат ӈэвъэнйыръын ынкъам ӄлявыл	г а т в а е н а т ӈ э в ъ э н й ы р ъ ы н _ ы н к ъ а м ӄ я _ в ы _
ӈэвъэнйыръын ынкъам ӄлявыл гатваленат	ӈ э в ъ э н й ы р ъ ы н ы н к ъ а м ӄ я _ в ы _ г а т в а _ е н а т
ӈэлвыл ыргин уйӈэ гэнъэтлин	ӈ э в ы ы р г и н у й ӈ э _ г э н ъ э т _ и н _
ынан ӄлявыля ӈэвъэнйыръын ивнин	ы н а н ӄ я в ы я _ ӈ э в ъ э н й ы р ъ ы н _ и в н и н
нэльунэт гэкэӈыльыт	н э ь у н э т _ г э к э ӈ ы ь ы т _
ӄлявыля ивнин	ӄ я в ы я и в н и н _
ӄыӄымъяркыплыткы ӄыӄымъяркыплятгэ	ӄ ы ӄ ы м ъ я р к ы п _ ы т к ы ӄ ы ӄ ы м ъ я р к ы п _ я т г э
ӈэвъэн ӈэвъэнэ чайкокат энаръэнан энаръэнэнат ӄымъяркыплятгъэ	ӈ э в ъ э н ӈ э в ъ э н э ч а й к о к _ а т _ э н а р _ ъ э н а н э н а р _ ъ э н э н а т ӄ ы м _ ъ я р к ы п я _ т г ъ э
эӄылпэ рылгъат	э ӄ ы п э р ы г ъ а т _
эӄылпэ чайкок нэнититгъэн увиэ’т эӄылпэ эна эни энаръэнат ӄымъяркыплятгъат	э ӄ ы п э ч а й к о к _ н э н и т _ и т г ъ э н у в _ и э ’ т э ӄ _ ы п э э н а э н _ и э н а р _ ъ э н _ а т ӄ ы м _ ъ я р к ы п я т _ г ъ а т
етгъэт гэкэӈыльыт рылгъат	е т г ъ э т г э к э ӈ ы ь _ ы т _ р ы г ъ а т
нивӄинэт	н и в ӄ и н э т
тэӈуйӈэ мури ныӈо’морэ	т э ӈ у й ӈ э м у р и н ы ӈ о _ ’ м _ о р э _
ныӈо’морэ	н ы ӈ о ’ м о р э _
гарачайонленат рэмкыльыт	г а р а ч а й о н _ е н а т р э м к ы ь ы т _
ӄлявыля ивнин ӈэвъэн	ӄ я в ы я и в н и н _ ӈ э в ъ э н
ӄувиги	ӄ у в и г и
ӈытогъэ ӈэвъэнйыръын ынкы иквъи	ӈ ы т о г ъ э ӈ э в ъ э н й ы р ъ ы н ы н к ы и к в ъ и _
чайкокаӄагэгыт ӄититги	ч а й кок а ӄ а г _ э г ы т ӄ и т и т г и
тъэче ӈирэче ивнин ӈыроча ивнин	т ъ э ч е ӈ и р э ч е и в н и н ӈ ы р о ч а _ и в н и н _
чайкокаӄагэгыт ӄититги	ч а й кок а ӄ а г _ э г ы т ӄ и т и т г и
люут рэннин кукэӈы лгинытгылӄин	ю ут р э н н и н к у к э ӈ ы _ г и н ы т _ г ы ӄ и н _
иквъэтэ	и к в ъ э т э
миӈкыри тури ынӈин чайпаттык	м и ӈ к ы р и т у р и ы н ӈ и н ч а й _ п а т _ т ы к _
нивӄин	н и в ӄ и н
ынӄэн мургин кукэӄэй чинит нычайпатӄэн	ы н ӄ э н м у р г и н к у к э ӄ э й _ ч и н и т _ н ы ч _ а й п а т ӄ э н _
рэмкэ налгээнъатэвгъан кукэӈы	р э м к э н а г э э н _ ъ а т _ э в г ъ а н к у к э ӈ ы
ӄлявыл нивӄин	ӄ я в ы н и в ӄ и н _
нэмыӄэй мургин яаёлӄыл	н э м ы ӄ э й м у р г и н я а ё ӄ ы _
мургин яаёлӄыл	м у р г и н я а ё ӄ ы
рэмкэ ивнин	р э м к э и в н и н
ым ымыльэты ӈэлвыл трэ мытрэйылгыт	ы м ы м ы ь э т ы ӈ э в _ ы _ т р э _ м ы т р э й _ ы г ы т
нэйылгъэн кукэӈы эквэтгъэт рэмкыльыт	н э й ы г ъ э н к у к э ӈ ы э к в э т г ъ э т _ р э м к ы _ ь _ ы т _
тумгэ ивнин ӈэвъэнйы ӈэвъэн	т у м г э и в н и н ӈ э в ъ э н й ы _ ӈ э в ъ э н _
эӄылпэ мынръэйвэнмык	э ӄ ы п э м ы н р ъ _ э й в э н _ м ы к
эӄылпэ гэли гэръэйвэтлинэт ялгытгъат тэӈэӄылпэ	э ӄ ы п э г э и _ г э р ъ э й _ в э т и н э т _ я г ы т г ъ а т т э ӈ э ӄ _ ы п э
янот ръэтъеквэ мытлемыкъым	я н о т р ъ э т ъ е к в э м ы т е _ м ы к _ ъ ы м _
ынӄо гытгыпэлгыкагыргын мытъиргъэнъым	ы н ӄ о г ы т г ы п э г _ ы к _ а г ы р г ы н м ы т ъ и р г ъ э н ъ ы м _
ынӄо мыт омкычыкойпы мытлемыкъым ынӄо мытйынрысӄанмыкъым	ы н ӄ о м ы т о м к ы ч ы к о й п ы м ы т _ е _ м ы к _ ъ ы м _ ы н ӄ о м ы т й ы н р ы с ӄ _ а н м ы к _ ъ ы м
ӈагтагнэты мытлемык йынрысӄыткыната	ӈ а г т а г н э т ы м ы т _ е м ы к й ы н р _ ы с ӄ ы т к ы н а т а
ынӄо мытӈэйыттэнмык янот йиӈ ӈайгыточгыткок мытчайомык ӈайгытолыӈкы	ы н ӄ о м ы т ӈ э й ы т т _ э н м ы к _ я н о т й и ӈ ӈ а й г ы т _ о ч г ы т _ к о к м ы т _ ч а й о м ы к ӈ а й г ы т _ о ы ӈ к ы
ынӄо нэмэ мытӈэйыттэнмык	ы н ӄ о н э м э м ы т ӈ э й _ ы т т _ э н м ы к _
таӈлымынӄо ӈай ӈай ӈайгыпы мытле ӈайыткыната мытлейвымык	т а ӈ ы м ы н ӄ о ӈ а й ӈ а й _ ӈ а й г ы п ы м ы т _ е _ ӈ а й _ ы т к ы н а т а _ м ы т е й в _ ы м ы к
ынӄо мытивыт мыткэӈкэленмык мытчайпанмыкы	ы н ӄ о м ы т и в ы т м ы т к _ э ӈ к э _ е н м ы к _ м ы т ч а й п а н м ы к ы _
мытчайомыкъым и нэмэ мытпъугыркимык	м ы т ч а й о м ы к ъ ы м _ и н э м э м ы т п _ ъ у _ г ы р _ к и м ы к
ынӄэн мыт	ы н ӄ э н м ы т
и ралӄаӈынвы мытчайомык нэмэ	и р а ӄ а ӈ ы н в ы _ м ы т _ ч а й о м ы к н э м э _
ынӄо нэмэ мыт гытгыпэлгыкагыргыт мытъиргъэн	ы н ӄ о н э м э м ы т г ы т _ г ы п _ э г _ ы к _ а г ы р г ы т м ы т ъ и р г ъ э н
и гыр мытръэтпэнрымык и ынкы ковлёрвыӄай	и г ы р м ы т р ъ э т _ п э н р _ ы м ы к _ и ы н к ы к о в ё р _ в ы ӄ а й _
и матачикля мытрагтымык	и м а т а ч и к _ я _ м ы т р а г т ы м ы к
нэрэнмык ӈаанӄоры рамайэты и мытрэсӄивмык	н э р э н м ы к ӈ а а н ӄ о р ы _ р а м а й _ э т ы и _ м ы т р э с ӄ и в м ы к _
ынӄо мытилгытэвмык и мытчаёмгомык и мыткалеткомгомык	ы н ӄ о м ы т и г ы т э в _ м ы к _ и м ы т ч а ё м _ г _ о м ы к и м ы т к а е т _ к о м _ г о м ы к
ытръэч	ы т р ъ э ч
ынйивӈэвэ мынпъоӈӈытамык	ы н й и в ӈ э в э м ы н п ъ о ӈ ӈ ы т _ а м ы к _
ии	и и
янотъым гым трачайогъа ынӄо мынпъоӈӈытама ӄэйвэ’м	я н о т ъ ы м г ы м т р _ а ч а й _ о г ъ а _ ы н ӄ о м ы н п ъ о ӈ ӈ ы т _ а м а _ ӄ э й в э ’ м
янотъым гымэ ӈинӄэгти калеткорагты трэнэквэтэвӈынэтъымэ	я н о т ъ ы м г ы м э _ ӈ и н ӄ э г т и к а _ е т к о р _ а г т ы _ т р э н э к в э т э в ӈ ы н э т ъ ы м _ э
тумгытумэ транӄамэтвавӈынъым	т у м г ы т у м э т р а н ӄ а м э т в а в _ ӈ ы н ъ ы м _
ынӄо мынлеркын	ы н ӄ о м ы н е р к ы н _
чакэттэты трачаёсӄэвъым	ч а к э т т э т ы т р а ч а ё _ с ӄ э в _ ъ ы м
ынкъамэ трилгытэквъэъым травэръэпыгъа трачапокгыпгъа	ы н к ъ а м э т р и г ы т _ э к в ъ э ъ ы м _ т р а в э р ъ э п ы г ъ а _ т р а ч а п о к _ г ы п г ъ а
ынӄо гыныкы травэтгавъёлгыткогъа’м ынкъам мынлеркын мынлеркын	ы н ӄ о г ы н ы к ы т р а в э т г а в _ ъ ё _ г ы т к о _ г ъ а ’ м ынкъам м ы н е р к ы н _ м ы н _ е р к ы н
эгэй	э г э й
торкалеткопаальэвым	т о р к а е т к о _ п а а ь э в ы м
тыта тыталяплытконат ръэнутэт	т ы т а т ы т а я _ п ы т к о н а т _ р ъ э н у т э т
ы’ттъымыт таляплыткогъэ	ы ’ т т ъ ы м ы т т а я _ п ы т к о г ъ э _
та тыталяплытконат ы’ттъымыт	т а т ы т а я п _ ы т к о н а т _ ы ’ т т ъ ы м ы т
кэлеӈынэ ынӄэн ынпыӈэвӄэй гымнин кэлеӈынэ нэнамӈылёйгым	к э е ӈ ы н э _ ы н ӄ э н ы н п ы ӈ э в ӄ э й г ы м н и н к _ э е _ ӈ _ ы н э _ н э н а м ӈ ы ё й г ы м
тыта таляплыткоэ’ тыталяплыткоа’	т ы т а т а я _ п ы т к о _ э ’ т ы т а я п ы т к о а ’ _
нивӄин ӄы ӄыталяпатгэ	н и в ӄ и н ӄ ы ӄ ы т _ а я _ п а т г э _
ынӄэнэ тынпыэ’н таляпат	ы н ӄ э н э т ы н п ы _ э ’ н т _ а я п а т
нывинтивым чама ынӄэн лгипыгыпгэтыльэтӄин таляпат	н ы в и н т и в ы м _ ч а м а ы н ӄ э н г и п _ ы г _ ы п _ г э т ы ь э т ӄ и н т а я п а т
о’тчой ныпыгыпгэтыльэтӄин нинивигым	о ’ т ч о й н ы п ыг ы п _ г э т ы _ ь э т ӄ и н н и н и в и г ы м
вынэ эпэӄэй ынӄэнэ таляпат о’тчой лгипыгыпгэттылеэркын	в ы н э э п э ӄ э й ы н ӄ э н э _ т _ а я _ п а т о ’ т ч о й _ г и п ы г _ ы п _ г э т т ы е э р к ы н
ӄынгэргэквынъым	ӄ ы н г э р г э к в ы н _ ъ ы м
о’тчой нывакъотвайгым н нычимгъуйгым	о ’ т ч о й н ы в а к ъ о т в а й г ы м н _ н ы ч и м г ъ у й г ы м _
кытвылӄун миӈкыри мынгэргэвын	к ы т в ы ӄ у н м и ӈ к ы р и м ы н г _ э р г э в ы н _
эмӄэлелвынэ нивигым этъым мыӄэплюгъэн	э м ӄ э е в ы н э _ н и в и г ы м э т ъ ы м м ы ӄ э п _ ю _ г ъ э н _
н уттытъулӄэгти ни ни пэнъёлгычыко нэнаёйгым	н у т т ы т ъ у ӄ _ э г т и _ н и н и _ п э н ъ ё _ г ы ч ы к о н э н а ё _ йгым
ӄынвэт ынпыӈэвӄэй нэнамӈылёйгым	ӄ ы н в э т ы н п ы ӈ э в ӄ э й н э н а м ӈ ы ё _ й г ы м _
эпэӄэй эты мыӄэплюгъэн	э п э ӄ э й э т ы м ы ӄ э п _ ю _ г ъ э н _
ӄольым нытэнӈыткуӄин аны ванэ ӄы’лтыёгэ	ӄ о ь ы м н ы т э н ӈ ы т к у ӄ и н _ а н ы в а н э ӄ _ ы ’ _ т ы ё _ г э _
ынӈэ эӄэплюкэ	ы н ӈ э э ӄ э п ю _ к э _
тэлёпкаӄай тэлёпкаӄай аны ӄыгывъекви	т э ё п к _ а ӄ а й т э ё п к _ а ӄ а й а н ы ӄ ы г ы в ъ е _ к в и _
ивкэ гыто ӄуӈэлги тэлёпкаӄай	и в к э г ы т о ӄ у ӈ _ э г и _ т _ э ё п к _ а ӄ а й
ыммымэӄэй ыммымэӄэй аны тыэ’нӄэркын	ы м м ы м э ӄ э й _ ы м м ы м э ӄ э й _ а н ы т ы э ’ н _ ӄ _ э р к ы н
ивкэ гынан ӄуӈэлги	и в к э г ы н а н ӄ у ӈ _ э г и _
гымо мыйылӄэркын	г ы м о м ы й ы ӄ э р к ы н _
тэлёпкаӄай тэлёпкаӄай аны ӄаймыгэ ӄаймыгэ	т э ё п к _ а ӄ а й т э ё п к _ а ӄ а й а н ы ӄ а й м ы г э ӄ а й м ы г э
тэлёпкаӄай тэлёпкаӄай аны ӄыгывъекви	т э ё п к _ а ӄ а й т э ё п к _ а ӄ а й а н ы ӄ ы г ы в ъ е _ к в и _
ивкэ гыто ӄаймыгэ тэлёпкаӄай	и в к э г ы т о ӄ а й м ы г э т _ э ё _ п _ к _ а ӄ а й
ыммымэӄэй ыммымэӄэй аны тыэ’нӄэркын	ы м м ы м э ӄ э й _ ы м м ы м э ӄ э й _ а н ы т ы э ’ н _ ӄ _ э р к ы н
ивкэ гынан ӄаймыгэ	и в к э г ы н а н ӄ а й м ы г э
гымо мыйылӄэркын	г ы м о м ы й ы ӄ э р к ы н _
ыммымэӄэй тэлёпкаӄай тэлёпкаӄай аны ӄыгывъекви	ы м м ы м э ӄ э й _ т э ё п к _ а ӄ а й т э ё п к _ а ӄ а й а н ы ӄ ы г ы в ъ е _ к в и _
ивкэ гынан ӄывинтэтги тэлёпкаӄай	и в к э г ы н а н ӄ ы в и н _ т э т _ г и _ т э ё п к _ а ӄ а й
тэлёпка ыммымэӄэй ыммымэӄэй аны тыэ’нӄэркын	т э ё п к а _ ы м м ы м э ӄ э й _ ы м м ы м э ӄ э й _ а н ы т ы э ’ н _ ӄ _ э р к ы н
ивкэ гынан ӄывинтэтги	и в к э г ы н а н ӄ ы в и н _ т э т _ г и _
гымо мыйылӄэркын	г ы м о м ы й ы ӄ э р к ы н _
тэлёпкаӄай тэлёпкаӄай аны ӄыгывъекви	т э ё п к _ а ӄ а й т э ё п к _ а ӄ а й а н ы ӄ ы г ы в ъ е _ к в и _
э’ми гымнин вонныӄай	э ’ м и г ы м н и н в о н _ н _ ы ӄ а й _
ивкэ мыӄамэтвагъак	и в к э м ы ӄ а м э т в а г ъ а к
ыммымэӄэй ыммымэӄэйv э’ми гымнин майӈывонны	ы м м ы м э ӄ э й _ ы м м ы м э ӄ э й _ э ’ м и г ы м н и н м а й ӈ ы в о н _ н ы _
ивкэ гымо нэмыӄэй мыӄамэтвагъак	и в к э г ы м о н э м ы ӄ э й м ы ӄ а м э т в а г ъ а к _
гыто гуӈэлигыт	г ы т о г у ӈ э и г ы т _
этлы	э т ы
гаймэгыт	г а й м э г ы т
этлы	э т ы
гывинтэтигыт	г ы в и н т э т и г ы т _
этлы	э т ы
этлы ынӈэ	э т ы ы н ӈ э
ынӈин ӄывакъотваччын	ы н ӈ и н ӄ ы в а к ъ о т в а ч _ ч ы н _
аӄамэтвака	а ӄ а м э т в а к а
гатваленат тэӈылӄотъым э’ӄэлӄот	г а т в а е н а т т э ӈ _ ы ӄ о т ъ ы м _ э ’ ӄ э ӄ о т
гамаравленат гамаравтайкавленат	г а м а р а в е н а т г а м а р а в _ т а й к а в е н _ а т
ӄэлёӄы’м тэӈылӄот гъэӄэлтэтлин	ӄ э ё ӄ ы ’ м _ т э ӈ ы ӄ о т г ъ _ э ӄ э т э т и н _
э’ӄэлӄот гэтэӈылтэтлин	э ’ ӄ э ӄ о т г э т э ӈ _ ы т э т и н _
э’ми мэ миӈкыриы’м ынӄэн тыр тыркыльиӈын гэлӄытлин	э ’ м и м э м и ӈ к ы р и ы _ ’ м _ ы н ӄ э н _ т ы р т ы р к ы _ ь _ и ӈ ы н _ г э ӄ ы т и н
ы’ттъыгыргынэ гэкэӈэ пыкиргъи’м	ы ’ т т ъ ы г ы р г ы н э г э к э ӈ э _ п ы к и р г ъ и ’ м
тынарагтына йъонэн ынӄэ ныпчеӈиӄинэт	т ы н а р а г т ы н а й ъ о н э н _ ы н ӄ э н ы п _ ч е _ ӈ и ӄ и н э т _
ӈээккэӄэгти наӄам ытри ынӄэнэ ныкытгынтыръоӄэнат гыролмакы ырык	ӈ э э к к э ӄ э г т и н а ӄ а м ы т р и ы н ӄ э н _ э _ н ы к ы т г ы н т ы р ъ о ӄ э н а т _ г ы р _ о м а к ы _ ы р ы к _
тынарагтына тыӈэтинэ ынӄэнэ ӄаавъятыльынэ ы’ттъыгыргын йъонэнъымэ агтаннэнат ынӄэн ӄаат о’раӈоонрэ	т ы н а р а г т ы н а т ы ӈ _ э т и н э ынӄэн _ э ӄ а а в ъ я _ т ы ь _ ы н э ы ’ т т ъ ы г ы р г ы н й ъ о н э н ъ ы м _ э а г т _ а н н э н а т ы н ӄ э н ӄ а а т _ о ’ р а ӈ о о н _ р э _
тынарагтынаъым ы’ттъыгыргын нэнамӈылёӄэн миӈкыриы’м тыркыльиӈын еэ гэл гэ гэлӄытлин	т ы н а р а г т ы н а ъ ы м _ ы ’ т т ъ ы г ы р г ы н н э н а м ӈ _ ы ё ӄ э н м и ӈ к ы р и _ ы ’ м т ы р _ к ы ь и ӈ ы н _ е э г э г э _ г э ӄ ы т _ и н _
тыркыльиӈын э’ми	т ы р к ы ь и ӈ ы н _ э ’ м и
ӈээккэӄэгти ынӄэн ынӄэн льунин тыӈэти	ӈ э э к к э ӄ э г т и ы н ӄ э н ы н ӄ э н ь _ у н и н _ т ы ӈ _ э т и _
льунин тыӈэти’м нивӄин ӈаанӄэнъым вай тыркыльиӈын	ь у н и н т ы ӈ э т и _ ’ м н и в ӄ и н _ ӈ а а н ӄ э н ъ ы м в а й _ т ы р _ к ы ь _ и ӈ ы н _
наташанаъым нинивӄин ӄырымэн ынӄэн тыркыльиӈын ынӄэн	н а т а ш а н а _ ъ ы м н и н и в ӄ и н ӄ ы р ы м э н ы н ӄ э н т ы р _ к ы _ ь _ и ӈ ы н _ ы н ӄ э н
чапаев ытри пэтька гамаравленат	ч а п а е в ы т р и _ п э т ь к а _ г а м а р а в _ е н а т
нвакъотваӄаат	н в а к ъ о т в а ӄ а а т
пэтькана нэран нэнаранвэтгавэтыӄэн чапаев	п э т ь к а н а _ н э р а н н э н а р а н в э т г а в _ э т ы ӄ э н _ ч а п а е в
чапаянни чапаевна нинивӄин	ч а п а я н н _ и ч а п а е в н а _ н и н и в ӄ и н
тилмытирил тилмэ э’льэл ванэ нын нынвэтгаваннэн	т и м ы т и р и _ т и м э э ’ ь э _ в а н э н ы н _ н ы н в э т г а в а н н э н _
пэтька гым виин мриӈээ’к	п э т ь к а г ы м _ в и и н м р и ӈ э _ э ’ _ к _
мури омваамвыльыморэ ӄорагынрэтыльыморэ	м у р и о м в а а м в ы _ ь _ ы м о р э ӄ о р а г ы н р э т ы ь _ ы м о р э
ытлыгын гымнинэ ӄорагынрэтыльу гитлин	ы т ы г ы н г ы м н и н э _ ӄ о р а г ы н _ р э т ы ь _ у г и т и н
ынӄо бригадиро гатвален	ы н ӄ о б р и г а д и р о г а т в а _ е н _
гым нэмыӄэй эмнуӈкы гатвайгым	г ы м н э м ы ӄ э й э м н у ӈ к ы г а т в а й г ы м _
ынкы тымигчирэтгъэк	ы н к ы т ы м и г ч и р э т г ъ э к _
ынӄо тыпэнчиаа’к	ы н ӄ о т ы п э н ч и _ а а ’ к _
ынӄо вай рамайэты тытваӈӈогъак	ы н ӄ о в а й р а м а й _ э т ы _ т ы т в а ӈ ӈ о г ъ а к _
ынӄэн нэмэӈ ӄол итгъи г онмальырыкы грэм онмальыргыеквэ таъэ’м	ы н ӄ э н н э м э ӈ ӄ о _ и т г ъ и _ г о н _ м а _ ь _ ы р ы к ы _ г р э м о н м а _ ь ы р г _ ы е к в э т а ъ э ’ м
эмныӈинӄинэтъым ытри летынтаграв	э м н ы ӈ и н ӄ и н э т _ ъ ы м ы т р и е т ы н т а г р _ а в _
пэнинъым ильуткульын нэнильуткуӈэтъэн ми нэнамӈылёӄаат	п э н и н ъ ы м и ь _ у т к у ь ы н _ н э н и ь у т к у _ ӈ э т ъ э н м и н э н а м ӈ ы ё ӄ а а т _
ынӄэнъымэ	ы н ӄ э н ъ ы м э
ивнинэт янотъым вай опэт мыӄэтвэтгъэкъым оп валы янот мынъылигъэн	и в н и н э т я н о т ъ ы м в а й _ о п _ э т м ы ӄ _ э т _ в э т г ъ э к _ ъ ы м о п в а ы я н о т _ м ы н ъ _ ы и г ъ э н _
ӄорыӈэ	ӄ о р ы ӈ э
ынӈин нильуткульэтӄинъым ивнинэт ръэнутъым мыльуэ’н мыныгйивэвын	ы н ӈ и н н и ь _ у т к у _ ь э т ӄ и н ъ ы м и в н и н э т р ъ э н у т ъ ы м м ы _ ь _ у э ’ н _ м ы н ы г й и в э в ы н
плевыт ӈан э’ми валы ӈутку ӄол гатымӈэвлен лгититэепкы нэналвавморэ льукъым	п е в ы т ӈ а н _ э ’ м и в а ы _ ӈ у т к у _ ӄ о _ г а т ы м ӈ э в е н _ г и т _ и т э _ е п к ы _ н э н а в а в м о р э ь _ у к ъ ы м
ынӄэӄ плевыт янот ӄыльугын	ы н ӄ э ӄ п е в _ ы т я н о т _ ӄ ы ь _ у _ г ы н
ынӈин о’тчой нильуткульэтӄинъым	ы н ӈ и н о ’ т ч о й н и _ ь _ у т к у _ ь э т ӄ и н ъ ы м
эвынэ ӄынвэт тъэраткоӈӈоа’т этынвыт ымы очыткока гэнъэллеэтъым	э в ы н э ӄ ы н в э т т ъ э р а т к о _ ӈ ӈ о а ’ т _ э т ы н в ы т _ ы м ы о ч ы т к о к а _ г э н _ ъ _ э е э т _ ъ ы м
люут мэӈӄо расӄэпыӈэ валят аратыткоӈӈоа’т аакгэӈэтыӈ	ю ут м э ӈ ӄ о р а с ӄ _ э п ы ӈ э _ в а _ я т а р а т ы т к о ӈ ӈ о _ а ’ т а а к _ г э ӈ э т ы ӈ _
онмальынаӈэ ээк рымэйӈэвнинъым	о н м а ь ы н а ӈ э _ э э к р ы м э й ӈ э в н и н ъ ы м
нэльунэт эвын валят ымыльо гэнумэкэвйивлеэт гэгичийивлеэт ымы ръысӄыёлгычыко вальыт гагтоленат	н э ь у н э т _ э в ы н в а я т ы м ы _ ь о _ г э н у м э к э в _ й и в е _ э т г э г и ч и й и в _ е э т ы м ы р ъ ы с ӄ ы ё г ы ч ы к о _ в а _ ь ы т г а г т о _ е н а т
а’ляйпыльын лыгэпэтывалы ынӄэ тымӈэвлен	а ’ я й п ы ь ы н _ ы г э п э т ы в а _ ы ы н ӄ э т ы м ӈ э в е н _
ивнинэт эты вай ӈотӄэн	и в н и н э т э т ы в а й ӈ о т ӄ э н _
ынӄэн рыпэт валяпэгляръок гэлӄутысӄычетлинэтъым	ы н ӄ э н р ы п э т в а я _ п _ э г _ я р ъ о к г э ӄ у т ы с ӄ ы ч е т _ и н э т ъ ы м
энмэн гатвален валвийӈын	э н м э н г а т в а е н в а _ в _ и й ӈ ы н
энмэпы ныралечетӄэн	э н м э п ы н ы р а е ч е т ӄ э н _
энмэпы ныралечетӄэн	э н м э п ы н ы р а е ч е т ӄ э н _
ынӄо ныр ныгаляӄэн рэӄокалгын	ы н ӄ о н ы р н ы г а я _ ӄ э н _ р э ӄ _ о к а г ы н
льунин энмэпы ралечетыльын валвийӈын	ь у н и н э н м э п ы р _ а е ч е _ т ы _ ь ы н в а в и й ӈ ы н
ельой гым нэмыӄэй мыралегъак	е ь о й г ы м _ н э м ы ӄ э й м ы р а е _ г ъ а к _
ӄольым нивӄин	ӄ о ь ы м н и в ӄ и н _
аӈӄак пыкэрыӈӈок чамъам рэриӈэгъэ рэпылӄэтгъэ	а ӈ ӄ а к п ы к э р ы ӈ ӈ о к ч а м ъ а м р э р и ӈ э г ъ э _ р э п _ ы ӄ _ э т г ъ э _
а ӄол вэнлыги вэнлыги мыралечетгъак	а ӄ о в э н ы г и _ в э н _ ы г и _ м ы р а е _ ч е т г ъ а к _
ӄырымъым мыгтогыт рэпы рэпылӄатыӈӈогъа	ӄ ы р ы м ъ ы м м ы г т о г ы т р э _ п ы р э п _ ы ӄ _ а т ы ӈ ӈ о г ъ а _
ралечетгъэ валв яа яачы рэ яачы рэӄокалгын ралеъэъым мимлык аӈӄак пыкирык ын ынӄэн нинивӄин	р а е ч е т г ъ э _ в а в я а я а ч ы _ р э я а ч ы _ р э ӄ _ о к _ а г ы н _ р _ а е ъ э ъ ы м _ м и м ы к а ӈ ӄ а к п ы к и р ы к _ ы н ы н ӄ э н _ н и н и в ӄ и н _
ӈэвэӄы’м ӈан тиквыт ынӈэ аралека мимлык пыкирык рэпылӄэтгъэ	ӈ э в э ӄ ы ’ м ӈ а н _ т и к в ы т ы н ӈ э а р _ а е _ к а _ м и м _ ы к п ы к и р ы к р э п _ ы ӄ э т г ъ э _
вэнлыгиы’м ӄол нивӄин вэнлыги нинивӄин	в э н ы г и ы ’ м _ ӄ о н и в ӄ и н в э н ы г и _ н и н и в ӄ и н _
ельой ивкэ’м ӄэнагтогэ тэӈыннин тэгнилгыӄин ӈэлвыл трэйыл	е ь о й и в к э _ ’ м ӄ э н а г т о г э т э ӈ _ ы н н и н _ т э г _ н и г ы ӄ и н ӈ э в _ ы т р э й ы _
ынӈин вальэвым	ы н ӈ и н в а ь э в _ ы м _
вэнлыги нэмэ нинъэйӈэвйивӄин	в э н ы г и н э м э н и н ъ э й ӈ э в _ й и в ӄ и н _
ельой тэӈувъэлеӈэлвыл мыйылгыт	е ь о й т э ӈ _ у в ъ э е ӈ э в _ ы м ы й ы г ы т
ынӈин вальэвым	ы н ӈ и н в а ь э в _ ы м _
тэӈкэлильыӈэлвыл мыйылгыт	т э ӈ к э и ь _ ы ӈ э в ы м ы й ы г ы т
ынӈин вальэвым	ы н ӈ и н в а ь э в _ ы м _
тэӈыплылыӈэлвыл мыйыл	т э ӈ ы п ы ы ӈ э в ы _ м ы й ы
ынӈин вальэвым	ы н ӈ и н в а ь э в _ ы м _
ынӄо ивнин	ы н ӄ о и в н и н
тэӈи’нкэли и’ӈкэчиӈэвъэнйыръын трэйылгыт трэрэнӈын	т э ӈ и ’ н к э _ и и ’ ӈ к э ч и ӈ э в _ ъ э н й ы р ъ ы н т р э й ы г ы т т р э р э н ӈ ы н _
йытонэн	й ы т о н э н
иа’м гынмыеп ивкыльигыт	и а ’ м г ы н м ы е п и в к ы ь _ и г ы т _
йытонэн	й ы т о н э н
